	PDB	Chain ID	Molecule Type	Unnamed: 0	Uniprot ID	Chain	Covered Residues	Declared_Coverage	Length	Coverage	Resolution (Å)	Chain PDB ID
501	4K71	B	polypeptide(L)	425.0	P55899	B	273.0	0.801	365.0	0.7479452054794521	2.4	4K71_B
502	4K71	E	polypeptide(L)	426.0	P55899	E	273.0	0.801	365.0	0.7479452054794521	2.4	4K71_E
503	4K71	C	polypeptide(L)	427.0	P61769	C	98.0	1.0	119.0	0.8235294117647058	2.4	4K71_C
504	4K71	F	polypeptide(L)	428.0	P61769	F	98.0	1.0	119.0	0.8235294117647058	2.4	4K71_F
505	4FTV	A	polypeptide(L)	429.0	P04439	A	274.0	0.806	365.0	0.7506849315068493	2.74	4FTV_A
506	4FTV	B	polypeptide(L)	430.0	P61769	B	98.0	1.0	119.0	0.8235294117647058	2.74	4FTV_B
507	4FTV	C	polypeptide(L)	431.0	P0C213	C	8.0	0.025	353.0	0.0226628895184136	2.74	4FTV_C
508	4FTV	D	polypeptide(L)									4FTV_D
509	4FTV	E	polypeptide(L)									4FTV_E
510	4JFF	A	polypeptide(L)	432.0	P04439	A	274.0	0.806	365.0	0.7506849315068493	2.43	4JFF_A
511	4JFF	B	polypeptide(L)	433.0	P61769	B	98.0	1.0	119.0	0.8235294117647058	2.43	4JFF_B
512	4JFF	C	polypeptide(L)	434.0	Q16655	C	9.0	0.085	118.0	0.0762711864406779	2.43	4JFF_C
513	4JFF	D	polypeptide(L)	435.0	P01848	D	86.0	0.621	140.0	0.6142857142857143	2.43	4JFF_D
514	4JFF	E	polypeptide(L)	436.0	P01850	E	128.0	0.733	176.0	0.7272727272727273	2.43	4JFF_E
515	4X4M	A	polypeptide(L)	437.0	P01857	A	216.0	0.544	399.0	0.5413533834586466	3.485	4X4M_A
516	4X4M	B	polypeptide(L)	438.0	P01857	B	216.0	0.544	399.0	0.5413533834586466	3.485	4X4M_B
517	4X4M	C	polypeptide(L)	439.0	P01857	C	216.0	0.544	399.0	0.5413533834586466	3.485	4X4M_C
518	4X4M	D	polypeptide(L)	440.0	P01857	D	216.0	0.544	399.0	0.5413533834586466	3.485	4X4M_D
519	4X4M	E	polypeptide(L)	441.0	P12314	E	268.0	0.749	374.0	0.7165775401069518	3.485	4X4M_E
520	4X4M	F	polypeptide(L)	442.0	P12314	F	268.0	0.749	374.0	0.7165775401069518	3.485	4X4M_F
521	4JEU	A	polypeptide(L)	443.0	P61765	A	589.0	0.993	594.0	0.9915824915824916	3.2	4JEU_A
522	4JEU	B	polypeptide(L)	444.0	P32851	B	241.0	0.84	288.0	0.8368055555555556	3.2	4JEU_B
523	3VR6	A	polypeptide(L)	445.0	Q08636	A	592.0	1.0	593.0	0.9983136593591906	2.68	3VR6_A
524	3VR6	B	polypeptide(L)	446.0	Q08636	B	592.0	1.0	593.0	0.9983136593591906	2.68	3VR6_B
525	3VR6	C	polypeptide(L)	447.0	Q08636	C	592.0	1.0	593.0	0.9983136593591906	2.68	3VR6_C
526	3VR6	D	polypeptide(L)	448.0	Q08637	D	457.0	1.0	458.0	0.9978165938864628	2.68	3VR6_D
527	3VR6	E	polypeptide(L)	449.0	Q08637	E	457.0	1.0	458.0	0.9978165938864628	2.68	3VR6_E
528	3VR6	F	polypeptide(L)	450.0	Q08637	F	457.0	1.0	458.0	0.9978165938864628	2.68	3VR6_F
529	3VR6	G	polypeptide(L)	451.0	P43435	G	209.0	1.0	210.0	0.9952380952380953	2.68	3VR6_G
530	3VR6	H	polypeptide(L)	452.0	P43455	H	102.0	1.0	103.0	0.9902912621359224	2.68	3VR6_H
531	1H9D	A	polypeptide(L)	453.0	Q01196	A	133.0	0.296	453.0	0.293598233995585	2.6	1H9D_A
532	1H9D	C	polypeptide(L)	454.0	Q01196	C	133.0	0.296	453.0	0.293598233995585	2.6	1H9D_C
533	1H9D	B	polypeptide(L)	455.0	Q13951	B	133.0	0.736	182.0	0.7307692307692307	2.6	1H9D_B
534	1H9D	D	polypeptide(L)	456.0	Q13951	D	133.0	0.736	182.0	0.7307692307692307	2.6	1H9D_D
535	1CSE	E	polypeptide(L)	457.0	P00780	E	273.0	0.783	379.0	0.7203166226912929	1.2	1CSE_E
536	1CSE	I	polypeptide(L)	458.0	P01051	I	69.0	1.0	70.0	0.9857142857142858	1.2	1CSE_I
537	4YFD	B	polypeptide(L)	460.0	Q61730	B	330.0	0.602	570.0	0.5789473684210527	3.253	4YFD_B
538	4YFD	A	polypeptide(L)	459.0	Q64487	A	490.0	0.26	1912.0	0.256276150627615	3.253	4YFD_A
539	3KBH	A	polypeptide(L)	461.0	Q9BYF1	A	596.0	0.758	805.0	0.7403726708074534	3.31	3KBH_A
540	3KBH	B	polypeptide(L)	462.0	Q9BYF1	B	596.0	0.758	805.0	0.7403726708074534	3.31	3KBH_B
541	3KBH	C	polypeptide(L)	463.0	Q9BYF1	C	596.0	0.758	805.0	0.7403726708074534	3.31	3KBH_C
542	3KBH	D	polypeptide(L)	464.0	Q9BYF1	D	596.0	0.758	805.0	0.7403726708074534	3.31	3KBH_D
543	3KBH	E	polypeptide(L)	465.0	Q6Q1S2	E	135.0	0.102	1356.0	0.0995575221238938	3.31	3KBH_E
544	3KBH	F	polypeptide(L)	466.0	Q6Q1S2	F	135.0	0.102	1356.0	0.0995575221238938	3.31	3KBH_F
545	3KBH	G	polypeptide(L)	467.0	Q6Q1S2	G	135.0	0.102	1356.0	0.0995575221238938	3.31	3KBH_G
546	3KBH	H	polypeptide(L)	468.0	Q6Q1S2	H	135.0	0.102	1356.0	0.0995575221238938	3.31	3KBH_H
547	2PCC	A	polypeptide(L)	469.0	P00431	A	293.0	0.814	361.0	0.8116343490304709	2.3	2PCC_A
548	2PCC	C	polypeptide(L)	470.0	P00431	C	293.0	0.814	361.0	0.8116343490304709	2.3	2PCC_C
549	2PCC	B	polypeptide(L)	471.0	P00044	B	107.0	0.991	109.0	0.981651376146789	2.3	2PCC_B
550	2PCC	D	polypeptide(L)	472.0	P00044	D	107.0	0.991	109.0	0.981651376146789	2.3	2PCC_D
551	2PCB	A	polypeptide(L)	473.0	P00431	A	293.0	0.814	361.0	0.8116343490304709	2.8	2PCB_A
552	2PCB	C	polypeptide(L)	474.0	P00431	C	293.0	0.814	361.0	0.8116343490304709	2.8	2PCB_C
553	2PCB	B	polypeptide(L)	475.0	P00004	B	103.0	0.99	105.0	0.9809523809523808	2.8	2PCB_B
554	1S1Q	A	polypeptide(L)	476.0	Q99816	A	144.0	0.372	390.0	0.3692307692307692	2.0	1S1Q_A
555	1S1Q	C	polypeptide(L)	477.0	Q99816	C	144.0	0.372	390.0	0.3692307692307692	2.0	1S1Q_C
556	1S1Q	B	polypeptide(L)	478.0	P0CG48	B	75.0	0.111	685.0	0.1094890510948905	2.0	1S1Q_B
557	1S1Q	D	polypeptide(L)	479.0	P0CG48	D	75.0	0.111	685.0	0.1094890510948905	2.0	1S1Q_D
558	3SF4	A	polypeptide(L)	480.0	P81274	A	401.0	0.588	684.0	0.5862573099415205	2.6	3SF4_A
559	3SF4	B	polypeptide(L)	481.0	P81274	B	401.0	0.588	684.0	0.5862573099415205	2.6	3SF4_B
560	3SF4	C	polypeptide(L)	482.0	P81274	C	401.0	0.588	684.0	0.5862573099415205	2.6	3SF4_C
561	3SF4	D	polypeptide(L)	483.0	Q1MX18	D	46.0	0.081	579.0	0.079447322970639	2.6	3SF4_D
562	3SF4	E	polypeptide(L)	484.0	Q1MX18	E	46.0	0.081	579.0	0.079447322970639	2.6	3SF4_E
563	3SF4	F	polypeptide(L)	485.0	Q1MX18	F	46.0	0.081	579.0	0.079447322970639	2.6	3SF4_F
564	3UIG	A	polypeptide(L)	486.0	O15392	A	141.0	1.0	142.0	0.9929577464788732	2.4	3UIG_A
565	3UIG	B	polypeptide(L)	487.0	O15392	B	141.0	1.0	142.0	0.9929577464788732	2.4	3UIG_B
566	3UIG	P	polypeptide(L)	488.0	P68431	P	14.0	0.11	136.0	0.1029411764705882	2.4	3UIG_P
567	3UIG	Q	polypeptide(L)	489.0	P68431	Q	14.0	0.11	136.0	0.1029411764705882	2.4	3UIG_Q
568	4J2L	A	polypeptide(L)	490.0	P54253	A	126.0	0.156	815.0	0.154601226993865	3.15	4J2L_A
569	4J2L	B	polypeptide(L)	491.0	P54253	B	126.0	0.156	815.0	0.154601226993865	3.15	4J2L_B
570	4J2L	C	polypeptide(L)	492.0	Q96RK0	C	25.0	0.01	2517.0	0.0099324592769169	3.15	4J2L_C
571	4J2L	D	polypeptide(L)	493.0	Q96RK0	D	25.0	0.01	2517.0	0.0099324592769169	3.15	4J2L_D
572	3R9A	A	polypeptide(L)	494.0	P21549	A	391.0	1.0	392.0	0.9974489795918368	2.35	3R9A_A
573	3R9A	C	polypeptide(L)	495.0	P21549	C	391.0	1.0	392.0	0.9974489795918368	2.35	3R9A_C
574	3R9A	B	polypeptide(L)	496.0	P50542	B	324.0	0.509	639.0	0.5070422535211268	2.35	3R9A_B
575	3R9A	D	polypeptide(L)	497.0	P50542	D	324.0	0.509	639.0	0.5070422535211268	2.35	3R9A_D
576	2KSO	A	polypeptide(L)	498.0	P29317	A	64.0	0.068	976.0	0.0655737704918032		2KSO_A
577	2KSO	B	polypeptide(L)	499.0	O15357	B	58.0	0.047	1258.0	0.0461049284578696		2KSO_B
578	1SMF	E	polypeptide(L)	500.0	P00760	E	222.0	0.974	246.0	0.902439024390244	2.1	1SMF_E
579	1SMF	I	polypeptide(L)	501.0	P01062	I	21.0	0.306	72.0	0.2916666666666667	2.1	1SMF_I
580	1UUZ	A	polypeptide(L)	502.0	Q9HXB1	A	128.0	1.0	153.0	0.8366013071895425	1.8	1UUZ_A
581	1UUZ	B	polypeptide(L)	503.0	Q9HXB1	B	128.0	1.0	153.0	0.8366013071895425	1.8	1UUZ_B
582	1UUZ	C	polypeptide(L)	504.0	P00698	C	128.0	1.0	147.0	0.8707482993197279	1.8	1UUZ_C
583	1UUZ	D	polypeptide(L)	505.0	P00698	D	128.0	1.0	147.0	0.8707482993197279	1.8	1UUZ_D
584	5K39	A	polypeptide(L)	506.0	Q06853	A	159.0	0.242	688.0	0.2311046511627907	1.98	5K39_A
585	5K39	B	polypeptide(L)	507.0	A3DGE8	B	163.0	0.076	2177.0	0.074873679375287	1.98	5K39_B
586	2DVW	A	polypeptide(L)	508.0	Q9Z2X2	A	230.0	1.0	231.0	0.9956709956709956	2.3	2DVW_A
587	2DVW	B	polypeptide(L)	509.0	P43686	B	81.0	0.196	418.0	0.1937799043062201	2.3	2DVW_B
588	5CXB	A	polypeptide(L)	510.0	G0SFB5	A	494.0	1.0	495.0	0.997979797979798	2.1	5CXB_A
589	5CXB	B	polypeptide(L)	511.0	G0SCK6	B	368.0	0.461	801.0	0.4594257178526841	2.1	5CXB_B
590	4YH7	A	polypeptide(L)	512.0	Q64487	A	1244.0	0.441	1912.0	0.6506276150627615	4.4	4YH7_A
591	4YH7	B	polypeptide(L)	513.0	P59823	B	333.0	0.489	695.0	0.479136690647482	4.4	4YH7_B
592	5UFE	A	polypeptide(L)	514.0	P01116	A	165.0	0.878	189.0	0.873015873015873	2.302	5UFE_A
593	5UFE	B	polypeptide(L)									5UFE_B
594	2DSQ	A	polypeptide(L)	515.0	P22692	A	91.0	0.388	258.0	0.3527131782945736	2.8	2DSQ_A
595	2DSQ	B	polypeptide(L)	516.0	P22692	B	91.0	0.388	258.0	0.3527131782945736	2.8	2DSQ_B
596	2DSQ	C	polypeptide(L)	517.0	P05019	C	69.0	0.402	195.0	0.3538461538461538	2.8	2DSQ_C
597	2DSQ	I	polypeptide(L)	518.0	P05019	I	69.0	0.402	195.0	0.3538461538461538	2.8	2DSQ_I
598	2DSQ	G	polypeptide(L)	519.0	P08833	G	93.0	0.402	259.0	0.3590733590733591	2.8	2DSQ_G
599	2DSQ	H	polypeptide(L)	520.0	P08833	H	93.0	0.402	259.0	0.3590733590733591	2.8	2DSQ_H
600	4N8V	G	polypeptide(L)	527.0	P43631	G	199.0	0.707	304.0	0.6546052631578947	2.5	4N8V_G
601	4N8V	I	polypeptide(L)	528.0	P43631	I	199.0	0.707	304.0	0.6546052631578947	2.5	4N8V_I
602	4N8V	A	polypeptide(L)	521.0	P04439	A	273.0	0.804	365.0	0.7479452054794521	2.5	4N8V_A
603	4N8V	D	polypeptide(L)	522.0	P04439	D	273.0	0.804	365.0	0.7479452054794521	2.5	4N8V_D
604	4N8V	B	polypeptide(L)	523.0	P61769	B	98.0	1.0	119.0	0.8235294117647058	2.5	4N8V_B
605	4N8V	E	polypeptide(L)	524.0	P61769	E	98.0	1.0	119.0	0.8235294117647058	2.5	4N8V_E
606	4N8V	C	polypeptide(L)	525.0	Q76ZQ3	C	8.0	0.1	90.0	0.0888888888888888	2.5	4N8V_C
607	4N8V	F	polypeptide(L)	526.0	Q76ZQ3	F	8.0	0.1	90.0	0.0888888888888888	2.5	4N8V_F
608	4O27	A	polypeptide(L)	529.0	Q9Y376	A	322.0	0.947	341.0	0.9442815249266864	3.185	4O27_A
609	4O27	B	polypeptide(L)	530.0	Q9Y6E0	B	279.0	0.632	443.0	0.6297968397291196	3.185	4O27_B
610	4O27	C	polypeptide(L)	531.0	Q9Y6E0	C	4.0	0.011	443.0	0.0090293453724604	3.185	4O27_C
611	2BTF	A	polypeptide(L)	532.0	P60712	A	373.0	0.997	375.0	0.9946666666666668	2.55	2BTF_A
612	2BTF	P	polypeptide(L)	533.0	P02584	P	138.0	0.993	140.0	0.9857142857142858	2.55	2BTF_P
613	2C5D	A	polypeptide(L)	534.0	Q14393	A	417.0	0.645	678.0	0.6150442477876106	3.3	2C5D_A
614	2C5D	B	polypeptide(L)	535.0	Q14393	B	417.0	0.645	678.0	0.6150442477876106	3.3	2C5D_B
615	2C5D	C	polypeptide(L)	536.0	P30530	C	194.0	0.224	894.0	0.2170022371364653	3.3	2C5D_C
616	2C5D	D	polypeptide(L)	537.0	P30530	D	194.0	0.224	894.0	0.2170022371364653	3.3	2C5D_D
617	1XGP	A	polypeptide(L)	538.0	P01837	A	106.0	1.0	107.0	0.9906542056074766	2.1	1XGP_A
618	1XGP	B	polypeptide(L)									1XGP_B
619	1XGP	C	polypeptide(L)	539.0	P00698	C	128.0	1.0	147.0	0.8707482993197279	2.1	1XGP_C
620	3D3V	A	polypeptide(L)	540.0	P04439	A	274.0	0.806	365.0	0.7506849315068493	2.8	3D3V_A
621	3D3V	B	polypeptide(L)	541.0	P61769	B	98.0	1.0	119.0	0.8235294117647058	2.8	3D3V_B
622	3D3V	C	polypeptide(L)									3D3V_C
623	3D3V	D	polypeptide(L)									3D3V_D
624	3D3V	E	polypeptide(L)	542.0	P01850	E	128.0	0.733	176.0	0.7272727272727273	2.8	3D3V_E
625	1XGU	A	polypeptide(L)	543.0	P01837	A	106.0	1.0	107.0	0.9906542056074766	2.1	1XGU_A
626	1XGU	B	polypeptide(L)									1XGU_B
627	1XGU	C	polypeptide(L)	544.0	P00698	C	128.0	1.0	147.0	0.8707482993197279	2.1	1XGU_C
628	1XGT	A	polypeptide(L)									1XGT_A
629	1XGT	B	polypeptide(L)									1XGT_B
630	1XGT	C	polypeptide(L)	545.0	P00698	C	128.0	1.0	147.0	0.8707482993197279	2.1	1XGT_C
631	1XGR	A	polypeptide(L)									1XGR_A
632	1XGR	B	polypeptide(L)									1XGR_B
633	1XGR	C	polypeptide(L)	546.0	P00698	C	128.0	1.0	147.0	0.8707482993197279	2.1	1XGR_C
634	1XGQ	A	polypeptide(L)	547.0	P01837	A	106.0	1.0	107.0	0.9906542056074766	2.1	1XGQ_A
635	1XGQ	B	polypeptide(L)									1XGQ_B
636	1XGQ	C	polypeptide(L)	548.0	P00698	C	128.0	1.0	147.0	0.8707482993197279	2.1	1XGQ_C
637	3LB6	A	polypeptide(L)	549.0	P35225	A	131.0	1.0	146.0	0.8972602739726028	3.05	3LB6_A
638	3LB6	C	polypeptide(L)	551.0	Q14627	C	379.0	1.0	380.0	0.9973684210526316	3.05	3LB6_C
639	3LB6	B	polypeptide(L)	550.0	P35225	B	131.0	1.0	146.0	0.8972602739726028	3.05	3LB6_B
640	3LB6	D	polypeptide(L)	552.0	Q14627	D	379.0	1.0	380.0	0.9973684210526316	3.05	3LB6_D
641	1WQJ	B	polypeptide(L)	553.0	P22692	B	79.0	0.338	258.0	0.3062015503875969	1.6	1WQJ_B
642	1WQJ	I	polypeptide(L)	554.0	P05019	I	69.0	0.402	195.0	0.3538461538461538	1.6	1WQJ_I
643	3W2D	A	polypeptide(L)	555.0	P01552	A	238.0	1.0	266.0	0.8947368421052632	3.1	3W2D_A
644	3W2D	L	polypeptide(L)									3W2D_L
645	3W2D	H	polypeptide(L)									3W2D_H
646	4HRN	A	polypeptide(L)									4HRN_A
647	4HRN	B	polypeptide(L)									4HRN_B
648	4HRN	C	polypeptide(L)	556.0	P04626	C	96.0	0.079	1255.0	0.0764940239043824	2.65	4HRN_C
649	4HRN	D	polypeptide(L)	557.0	P04626	D	96.0	0.079	1255.0	0.0764940239043824	2.65	4HRN_D
650	4FZA	A	polypeptide(L)	558.0	Q9Y376	A	323.0	0.95	341.0	0.9472140762463344	3.15	4FZA_A
651	4FZA	B	polypeptide(L)	559.0	Q9P289	B	279.0	0.673	416.0	0.6706730769230769	3.15	4FZA_B
652	1NCA	N	polypeptide(L)	561.0	P03472	N	388.0	0.828	470.0	0.825531914893617	2.5	1NCA_N
653	1NCA	L	polypeptide(L)									1NCA_L
654	1NCA	H	polypeptide(L)	560.0	P01865	H	99.0	0.251	398.0	0.2487437185929648	2.5	1NCA_H
655	4HSA	A	polypeptide(L)	562.0	Q16552	A	121.0	0.924	155.0	0.7806451612903226	3.15	4HSA_A
656	4HSA	B	polypeptide(L)	563.0	Q16552	B	121.0	0.924	155.0	0.7806451612903226	3.15	4HSA_B
657	4HSA	D	polypeptide(L)	564.0	Q16552	D	121.0	0.924	155.0	0.7806451612903226	3.15	4HSA_D
658	4HSA	E	polypeptide(L)	565.0	Q16552	E	121.0	0.924	155.0	0.7806451612903226	3.15	4HSA_E
659	4HSA	C	polypeptide(L)	566.0	Q96F46	C	285.0	0.342	866.0	0.3290993071593533	3.15	4HSA_C
660	4HSA	F	polypeptide(L)	567.0	Q96F46	F	285.0	0.342	866.0	0.3290993071593533	3.15	4HSA_F
661	4YEB	A	polypeptide(L)	568.0	Q80TS3	A	296.0	0.196	1537.0	0.1925829538061158	3.19	4YEB_A
662	4YEB	B	polypeptide(L)	569.0	Q8BGT1	B	357.0	0.576	649.0	0.5500770416024653	3.19	4YEB_B
663	2OOB	A	polypeptide(L)	570.0	Q13191	A	49.0	0.051	982.0	0.0498981670061099	1.9	2OOB_A
664	2OOB	B	polypeptide(L)	571.0	P0CH28	B	75.0	0.11	690.0	0.108695652173913	1.9	2OOB_B
665	2AW2	A	polypeptide(L)	572.0	Q7Z6A9	A	111.0	0.413	289.0	0.3840830449826989	2.8	2AW2_A
666	2AW2	X	polypeptide(L)	573.0	Q7Z6A9	X	111.0	0.413	289.0	0.3840830449826989	2.8	2AW2_X
667	2AW2	B	polypeptide(L)	574.0	Q92956	B	103.0	0.424	283.0	0.3639575971731448	2.8	2AW2_B
668	2AW2	Y	polypeptide(L)	575.0	Q92956	Y	103.0	0.424	283.0	0.3639575971731448	2.8	2AW2_Y
669	4GNK	A	polypeptide(L)	576.0	P21279	A	352.0	0.983	359.0	0.98050139275766	4.0	4GNK_A
670	4GNK	C	polypeptide(L)	577.0	P21279	C	352.0	0.983	359.0	0.98050139275766	4.0	4GNK_C
671	4GNK	B	polypeptide(L)	578.0	Q01970	B	1224.0	0.993	1234.0	0.9918962722852512	4.0	4GNK_B
672	4GNK	D	polypeptide(L)	579.0	Q01970	D	1224.0	0.993	1234.0	0.9918962722852512	4.0	4GNK_D
673	4GNK	E	polypeptide(L)	580.0	Q01970	E	258.0	0.21	1234.0	0.2090761750405186	4.0	4GNK_E
674	3WWN	A	polypeptide(L)	581.0	O50147	A	268.0	1.0	269.0	0.9962825278810408	1.85	3WWN_A
675	3WWN	B	polypeptide(L)	582.0	Q9ZND7	B	53.0	1.0	54.0	0.9814814814814816	1.85	3WWN_B
676	1N8O	A	polypeptide(L)	583.0	P00766	A	12.0	0.053	245.0	0.0489795918367346	2.0	1N8O_A
677	1N8O	B	polypeptide(L)	584.0	P00766	B	130.0	0.535	245.0	0.5306122448979592	2.0	1N8O_B
678	1N8O	C	polypeptide(L)	585.0	P00766	C	96.0	0.396	245.0	0.3918367346938775	2.0	1N8O_C
679	1N8O	E	polypeptide(L)	586.0	P23827	E	141.0	1.0	162.0	0.8703703703703703	2.0	1N8O_E
680	1KBH	A	polypeptide(L)	587.0	Q9Y6Q9	A	46.0	0.033	1424.0	0.0323033707865168		1KBH_A
681	1KBH	B	polypeptide(L)	588.0	P45481	B	58.0	0.024	2441.0	0.0237607537894305		1KBH_B
682	1LP9	A	polypeptide(L)	589.0	P04439	A	274.0	0.806	365.0	0.7506849315068493	2.0	1LP9_A
683	1LP9	H	polypeptide(L)	590.0	P04439	H	274.0	0.806	365.0	0.7506849315068493	2.0	1LP9_H
684	1LP9	B	polypeptide(L)	591.0	P61769	B	98.0	1.0	119.0	0.8235294117647058	2.0	1LP9_B
685	1LP9	I	polypeptide(L)	592.0	P61769	I	98.0	1.0	119.0	0.8235294117647058	2.0	1LP9_I
686	1LP9	C	polypeptide(L)	593.0	Q9NPA0	C	8.0	0.0	242.0	0.0330578512396694	2.0	1LP9_C
687	1LP9	J	polypeptide(L)	594.0	Q9NPA0	J	8.0	0.0	242.0	0.0330578512396694	2.0	1LP9_J
688	1LP9	E	polypeptide(L)	595.0	P01849	E	78.0	0.581	136.0	0.5735294117647058	2.0	1LP9_E
689	1LP9	L	polypeptide(L)	596.0	P01849	L	78.0	0.581	136.0	0.5735294117647058	2.0	1LP9_L
690	1LP9	F	polypeptide(L)	597.0	P04213	F	114.0	0.983	122.0	0.9344262295081968	2.0	1LP9_F
691	1LP9	M	polypeptide(L)	598.0	P04213	M	114.0	0.983	122.0	0.9344262295081968	2.0	1LP9_M
692	1SBB	A	polypeptide(L)	599.0	P01852	A	125.0	0.728	173.0	0.7225433526011561	2.4	1SBB_A
693	1SBB	C	polypeptide(L)	600.0	P01852	C	125.0	0.728	173.0	0.7225433526011561	2.4	1SBB_C
694	1SBB	B	polypeptide(L)	601.0	P01552	B	238.0	1.0	266.0	0.8947368421052632	2.4	1SBB_B
695	1SBB	D	polypeptide(L)	602.0	P01552	D	238.0	1.0	266.0	0.8947368421052632	2.4	1SBB_D
696	3MZW	A	polypeptide(L)	603.0	P04626	A	623.0	0.506	1255.0	0.4964143426294821	2.9	3MZW_A
697	3MZW	B	polypeptide(L)	604.0	P38507	B	57.0	0.123	508.0	0.1122047244094488	2.9	3MZW_B
698	3KUD	A	polypeptide(L)	605.0	P01112	A	165.0	0.878	189.0	0.873015873015873	2.15	3KUD_A
699	3KUD	B	polypeptide(L)	606.0	P04049	B	80.0	0.125	648.0	0.1234567901234567	2.15	3KUD_B
700	2B2X	A	polypeptide(L)	607.0	P18614	A	213.0	0.186	1180.0	0.1805084745762712	2.2	2B2X_A
701	2B2X	B	polypeptide(L)	608.0	P18614	B	213.0	0.186	1180.0	0.1805084745762712	2.2	2B2X_B
702	2B2X	H	polypeptide(L)	609.0	P01868	H	101.0	0.315	324.0	0.3117283950617284	2.2	2B2X_H
703	2B2X	I	polypeptide(L)	610.0	P01868	I	101.0	0.315	324.0	0.3117283950617284	2.2	2B2X_I
704	2B2X	L	polypeptide(L)									2B2X_L
705	2B2X	M	polypeptide(L)									2B2X_M
706	4NZW	A	polypeptide(L)	611.0	Q9Y376	A	326.0	0.959	341.0	0.9560117302052786	3.583	4NZW_A
707	4NZW	B	polypeptide(L)	612.0	O00506	B	292.0	0.688	426.0	0.6854460093896714	3.583	4NZW_B
708	2HRK	A	polypeptide(L)	613.0	P46655	A	190.0	0.27	708.0	0.268361581920904	2.05	2HRK_A
709	2HRK	B	polypeptide(L)	614.0	P46672	B	121.0	0.324	376.0	0.3218085106382978	2.05	2HRK_B
710	2J1K	A	polypeptide(L)	615.0	P78310	A	127.0	0.35	365.0	0.347945205479452	2.3	2J1K_A
711	2J1K	B	polypeptide(L)	616.0	P78310	B	127.0	0.35	365.0	0.347945205479452	2.3	2J1K_B
712	2J1K	G	polypeptide(L)	617.0	P78310	G	127.0	0.35	365.0	0.347945205479452	2.3	2J1K_G
713	2J1K	J	polypeptide(L)	618.0	P78310	J	127.0	0.35	365.0	0.347945205479452	2.3	2J1K_J
714	2J1K	K	polypeptide(L)	619.0	P78310	K	127.0	0.35	365.0	0.347945205479452	2.3	2J1K_K
715	2J1K	O	polypeptide(L)	620.0	P78310	O	127.0	0.35	365.0	0.347945205479452	2.3	2J1K_O
716	2J1K	P	polypeptide(L)	621.0	P78310	P	127.0	0.35	365.0	0.347945205479452	2.3	2J1K_P
717	2J1K	T	polypeptide(L)	622.0	P78310	T	127.0	0.35	365.0	0.347945205479452	2.3	2J1K_T
718	2J1K	V	polypeptide(L)	623.0	P78310	V	127.0	0.35	365.0	0.347945205479452	2.3	2J1K_V
719	2J1K	X	polypeptide(L)	624.0	P78310	X	127.0	0.35	365.0	0.347945205479452	2.3	2J1K_X
720	2J1K	Y	polypeptide(L)	625.0	P78310	Y	127.0	0.35	365.0	0.347945205479452	2.3	2J1K_Y
721	2J1K	Z	polypeptide(L)	626.0	P78310	Z	127.0	0.35	365.0	0.347945205479452	2.3	2J1K_Z
722	2J1K	C	polypeptide(L)	627.0	Q65914	C	185.0	0.343	542.0	0.3413284132841328	2.3	2J1K_C
723	2J1K	D	polypeptide(L)	628.0	Q65914	D	185.0	0.343	542.0	0.3413284132841328	2.3	2J1K_D
724	2J1K	E	polypeptide(L)	629.0	Q65914	E	185.0	0.343	542.0	0.3413284132841328	2.3	2J1K_E
725	2J1K	F	polypeptide(L)	630.0	Q65914	F	185.0	0.343	542.0	0.3413284132841328	2.3	2J1K_F
726	2J1K	H	polypeptide(L)	631.0	Q65914	H	185.0	0.343	542.0	0.3413284132841328	2.3	2J1K_H
727	2J1K	I	polypeptide(L)	632.0	Q65914	I	185.0	0.343	542.0	0.3413284132841328	2.3	2J1K_I
728	2J1K	L	polypeptide(L)	633.0	Q65914	L	185.0	0.343	542.0	0.3413284132841328	2.3	2J1K_L
729	2J1K	M	polypeptide(L)	634.0	Q65914	M	185.0	0.343	542.0	0.3413284132841328	2.3	2J1K_M
730	2J1K	N	polypeptide(L)	635.0	Q65914	N	185.0	0.343	542.0	0.3413284132841328	2.3	2J1K_N
731	2J1K	Q	polypeptide(L)	636.0	Q65914	Q	185.0	0.343	542.0	0.3413284132841328	2.3	2J1K_Q
732	2J1K	R	polypeptide(L)	637.0	Q65914	R	185.0	0.343	542.0	0.3413284132841328	2.3	2J1K_R
733	2J1K	S	polypeptide(L)	638.0	Q65914	S	185.0	0.343	542.0	0.3413284132841328	2.3	2J1K_S
734	2C0L	A	polypeptide(L)	639.0	P50542	A	304.0	0.477	639.0	0.4757433489827856	2.3	2C0L_A
735	2C0L	B	polypeptide(L)	640.0	P22307	B	121.0	0.223	547.0	0.2212065813528336	2.3	2C0L_B
736	2B42	A	polypeptide(L)	641.0	Q8H0K8	A	380.0	1.0	402.0	0.945273631840796	2.5	2B42_A
737	2B42	B	polypeptide(L)	642.0	P18429	B	184.0	1.0	213.0	0.863849765258216	2.5	2B42_B
738	5UFQ	A	polypeptide(L)	643.0	P01116	A	165.0	0.878	189.0	0.873015873015873	2.199	5UFQ_A
739	5UFQ	B	polypeptide(L)	644.0	P01116	B	165.0	0.878	189.0	0.873015873015873	2.199	5UFQ_B
740	5UFQ	C	polypeptide(L)									5UFQ_C
